title,url,repository,cited_by_count,cited_by_taxa
Antioxidant activity in extracts of two edible aroids,https://www.ijpsonline.com/articles/antioxidant-activity-in-the-extracts-of-two-edible-aroids.html?view=mobile,ijpsonline.com,1,ALOCASIA FORNICATA
Oesterreichisches botanisches Wochenblatt (Austria) v.2 (1852) Page 59,https://www.biodiversitylibrary.org/page/28304800,biodiversitylibrary.org,1,ALOCASIA ALBA
Oesterreichisches botanisches Wochenblatt 4: 410 (1854),https://www.biodiversitylibrary.org/page/9602615,biodiversitylibrary.org,1,ALOCASIA FORNICATA
"On the identity of Arum montanum and Alocasia gageana | Hay, Boyce & Hein",https://www.researchgate.net/publication/366123774_On_the_identity_of_Arum_montanum_Roxb_and_Alocasia_gageana_Engl_KKrause_-_two_earlier_names_pertaining_to_Englerarum_Nauheimer_PCBoyce_Araceae,researchgate.net,1,ALOCASIA ODORA ‘CALIFORNIA’
Das Pflanzenreich :regni vegetablilis conspectus (Heft 70-71: P. 90) (1919-1920),https://www.biodiversitylibrary.org/page/16814973,biodiversitylibrary.org,1,ALOCASIA LECOMTEI
Das Pflanzenreich v.71 (1920) Addendum P.132,https://www.biodiversitylibrary.org/page/16815015,biodiversitylibrary.org,1,ALOCASIA ATROPURPUREA
Das Pflanzenreich: regni vegetablilis conspectus v70-71 (1919-1920) Page 88,https://www.biodiversitylibrary.org/page/16814971,biodiversitylibrary.org,1,ALOCASIA DEVANSAYANA
Das Pflanzenreich:regni vegetablilis conspectus Heft 70-71 P.93 (1919),https://www.biodiversitylibrary.org/page/16814976,biodiversitylibrary.org,1,ALOCASIA NAVICULARIS
Pharmacographia indica V.3 (1892) P.544,https://www.biodiversitylibrary.org/page/9503082,biodiversitylibrary.org,1,ALOCASIA INDICA**
Philippine Alocasia Resource Center,https://sites.google.com/view/philippinealocasias/species-groups/ph-species-groups/odora-ph/a-micholitziana?authuser=0,sites.google.com,1,ALOCASIA MICHOLITZIANA
Philippine Alocasia Resource Center,https://sites.google.com/view/philippinealocasias/species-groups/ph-species-groups/longiloba-ph/a-sanderiana?authuser=0,sites.google.com,1,ALOCASIA SANDERIANA
Philippine Alocasia Resource Center,https://sites.google.com/view/philippinealocasias/species-groups/ph-species-groups/scabriuscula-ph/a-scalprum,sites.google.com,1,ALOCASIA SCALPRUM
Philippine Alocasia Resource Center,https://sites.google.com/view/philippinealocasias/species-groups/ph-species-groups/scabriuscula-ph/a-sinuata?authuser=0,sites.google.com,1,ALOCASIA SINUATA
The Philippine Journal of Science v.13 (1918) P.3,https://www.biodiversitylibrary.org/page/51234478,biodiversitylibrary.org,1,ALOCASIA MAQUILINGENSIS
"The Philippine journal of science, C 3: 220 (1908)",https://www.biodiversitylibrary.org/page/673401,biodiversitylibrary.org,1,ALOCASIA HETEROPHYLLA
Photos by Patrick Blanc,https://www.verticalgardenpatrickblanc.com/inspiration/forest-understory?page=9,verticalgardenpatrickblanc.com,1,ALOCASIA BALGOOYI
Phylogenetics of the plant family Araceae,https://www.sciencedirect.com/science/article/pii/S1055790314000682,sciencedirect.com,1,ALOCASIA ODORA ‘CALIFORNIA’
PhytoKeys Volume 249 (2024) P. 223-229,https://www.sciencedirect.com/org/science/article/pii/S1314201124001954,sciencedirect.com,2,ALOCASIA EPILITHICA; ALOCASIA ROSEUS
Phytotaxa 436 (2): 097–103,https://www.biotaxa.org/Phytotaxa/article/view/phytotaxa.436.2.1,biotaxa.org,1,ALOCASIA LIHENGIAE
"Phytotaxa 460: 278 (2020): Taxonomic notes on the Alocasia-Colocasia Clade (Araceae) in China I: Alocasia yunqiana, a new species from Tongbiguan Nature Reserve, Yunnan Province",https://www.researchgate.net/publication/345780755_Taxonomic_notes_on_the_Alocasia-Colocasia_Clade_Araceae_in_China_I_Alocasia_yunqiana_a_new_species_from_Tongbiguan_Nature_Reserve_Yunnan_Province,researchgate.net,3,ALOCASIA SAKONAKHONENSIS; ALOCASIA YUNQIANA; ALOCASIA ZEBRINA
"Pollination mutualism between Alocasia macrorrhizos (Araceae) and two taxonomically undescribed Colocasiomyia species (Diptera: Drosophilidae) in Sabah, Borneo, Kohei Takenaka Takano, Rimi Repin, Maryati Mohamed, Masanori J. Toda",https://www.researchgate.net/publication/221790635_Pollination_mutualism_between_Alocasia_macrorrhizos_Araceae_and_two_taxonomically_undescribed_Colocasiomyia_species_Diptera_Drosophilidae_in_Sabah_Borneo,researchgate.net,1,ALOCASIA MACRORRHIZOS
Proceedings of the Royal Horticultural Society London v.1 (1859) P.77,https://www.biodiversitylibrary.org/page/11163508,biodiversitylibrary.org,1,ALOCASIA CUPREA
Revue Horticole (1920) P.104-105,https://www.biodiversitylibrary.org/page/49712533,biodiversitylibrary.org,1,ALOCASIA INDICA**
"Revue Horticole (Paris), n.s., 26: 326 (1939)",https://bibliotheque-numerique.hortalia.org/items/viewer/361#page/n31/mode/1up,bibliotheque-numerique.hortalia.org,1,ALOCASIA CADIERI
"Armitage’s Manual of Annuals, Biennials, and Half-Hardy Perennials",https://www.amazon.com/Armitages-Annuals-Biennials-Half-Hardy-Perennials/dp/1604694289,amazon.com,1,ALOCASIA MICHOLITZIANA
"Robert Sweet, Hortus Britannicus., 3rd edition: (1839) P. 631",https://archive.org/details/SweetsHortusBritannicusOrACatalogueOfPlantsCultivatedInTheGardensOfGreatBritainRobertSweet1839/page/630/mode/2up?q=alocasia,archive.org,1,ALOCASIA MACRORRHIZOS
Aroid-L,https://www.hort.net/lists/aroid-l/,hort.net,1,ALOCASIA ZEBRINA ‘RETICULATA’
Aroideana 25: 70,https://www.aroid.org/aroideana/search/scripts/flex_index.php?vol_number=25,aroid.org,1,ALOCASIA MEGAWATIAE
Aroideana Vol 12 (1989) P.26-31,https://www.aroid.org/aroideana/aroideana-v12,aroid.org,1,ALOCASIA BRISBANENSIS
Aroideana Vol 21 (1998) P.13-21,https://www.aroid.org/aroideana/aroideana-v21,aroid.org,1,ALOCASIA BRISBANENSIS
Aroideana Vol 24 (2001) P.66-68,https://www.aroid.org/aroideana/aroideana-v24,aroid.org,1,ALOCASIA BRISBANENSIS
Aroideana Vol 28 (2005) P.101-103,https://www.aroid.org/aroideana/aroideana-v28,aroid.org,1,ALOCASIA BRISBANENSIS
Aroideana Volume 6-3,http://www.aroid.org/aroideana/artpage.php?key=MDA2MDMwNg%3D%3DU,aroid.org,1,ALOCASIA ODORA ‘CALIFORNIA’
Aroidia Research,http://www.aroidiaresearch.org/gageana.htm,aroidiaresearch.org,1,ALOCASIA ODORA ‘CALIFORNIA’
Aroidia Research -Alocasia robusta,https://aroidiaresearch.org/alorobu.htm,aroidiaresearch.org,1,ALOCASIA ROBUSTA
Aroidia Research -Alocasia robustaandNephrolepsisferns,https://aroidiaresearch.org/robufern.htm,aroidiaresearch.org,1,ALOCASIA ROBUSTA
Aroidpictures.fr,http://www.aroidpictures.fr/GENERA/ALOCASIA/alocinornata.html,aroidpictures.fr,1,ALOCASIA INORNATA
Aroids Papua New Guinea: 31 (1990),https://www.researchgate.net/publication/371077157_Aroids_of_Papua_New_Guinea,researchgate.net,5,ALOCASIA BRANCIFOLIA; ALOCASIA FLABELLIFERA; ALOCASIA LAUTERBACHIANA; ALOCASIA NICOLSONII; ALOCASIA PYROSPATHA
The standard encylopedia of horticulture v.1 (1917) P.255,https://www.biodiversitylibrary.org/page/20554115,biodiversitylibrary.org,1,ALOCASIA CUPREA
Lester Kallus Personal Website,http://www.kallus.com/aroids/alocasia/freydyk.htm,kallus.com,1,ALOCASIA MICHOLITZIANA
Studies on the Alocasia clade (Araceae) of Peninsular Malaysia I: Alocasia farisii sp. nov. from limestone in Kelantan | Nordic Journal of Botany - April 2017,https://www.researchgate.net/publication/316500892_Studies_on_the_Alocasia_clade_Araceae_of_Peninsular_Malaysia_I_Alocasia_farisii_sp_nov_from_limestone_in_Kelantan?_esc=publicationCoverPdf&el=1_x_3&enrichId=rgreq-48a354ad2e27a78bc78f2bd5bf805a03-XXX&enrichSource=Y292ZXJQYWdlOzMxNjUwMDg5MjtBUzo4OTUyNTczOTkwMDUxODVAMTU5MDQ1NzQwNTgyNQ%3D%3D,researchgate.net,1,ALOCASIA FARISII
"Studies on the Alocasia Schott (Araceae) of Borneo III: Alocasia puncakborneensis, a new species belonging to the Princeps Complex (2020)",https://www.researchgate.net/publication/342976278_Studies_on_the_Alocasia_Schott_Araceae_of_Borneo_III_Alocasia_puncakborneensis_a_new_species_belonging_to_the_Princeps_Complex,researchgate.net,1,ALOCASIA PUNCAKBORNEENSIS
"Studies on the Alocasia Schott (Araceae-Colocasieae) of Borneo II: Alocasia baginda, a New Species from Eastern Kalimantan, Indonesian Borneo",https://www.researchgate.net/publication/308522698_Studies_on_the_Alocasia_Schott_Araceae-Colocasieae_of_Borneo_II_Alocasia_baginda_a_new_species_from_East_Kalimantan_Indonesian_Borneo,researchgate.net,1,ALOCASIA BAGINDA
"Studies on the Araceae of the Lesser Sunda Islands I: New distribution records for Alocasia alba | Agung Kurniawan1, Ni Putu Sri Asih, Yuzammi, and Peter C. Boyce | Gardens’ Bulletin Singapore 65(2): 157–162. 2013",https://www.aroid.org/gallery/boyce/Araceae%20of%20Lesser%20Sunda%20Islands%20I%20-%20Alocasia%20alba%20-%20%5BGardens%27%20Bulletin%20Singapore%2065%282%29%20157-162%5D%20-%20Kurniawan%20et%20al%202013.pdf,aroid.org,1,ALOCASIA ALBA
Sweet’s Hortus Britannicus (1839) P.631,https://archive.org/details/SweetsHortusBritannicusOrACatalogueOfPlantsCultivatedInTheGardensOfGreatBritainRobertSweet1839/page/630/mode/2up,archive.org,1,ALOCASIA CUCULLATA
Synopsis Aroidearum complectens enumerationem systematicam generum et specierum (1856) P.47,https://books.google.co.uk/books?cad=0&id=Mjs-AAAAcAAJ&printsec=frontcover&source=gbs_ge_summary_r#v=onepage&q=puber&f=false,books.google.co.uk,1,ALOCASIA PUBER
Telopea: Journal of Plant Systematics V.7 No.4 P..303 (1998),https://www.biodiversitylibrary.org/page/57840696,biodiversitylibrary.org,1,ALOCASIA SUHIRMANIANA
"Thai Forest Bull., Bot. 36: 9 (2008)",https://li01.tci-thaijo.org/index.php/ThaiForestBulletin/article/view/24171/20557,li01.tci-thaijo.org,1,ALOCASIA HYPOLEUCA
Threads,https://www.threads.com/@alocasia.hachinana/post/DJKdZXIhjZf/alocasia-sp-yata-celebes%E9%9B%85%E5%A1%94%E8%A7%80%E9%9F%B3%E8%93%AE%E6%98%AF%E5%80%8B%E6%9C%AA%E5%AE%9A%E7%A8%AE%E7%9A%84%E8%A7%80%E9%9F%B3%E8%93%AE%E7%94%9F%E9%95%B7%E6%96%BC%E5%8D%B0%E5%B0%BCsulawesi%E8%98%87%E6%8B%89%E5%A8%81%E8%A5%BF%E5%B3%B6%E4%B8%8A%E7%95%B6%E5%9C%B0%E4%BA%BA%E4%B9%9F%E7%A8%B1%E8%98%87%E6%8B%89%E5%A8%81%E8%A5%BF%E7%82%BAcelebes%E5%8E%9F%E5%A7%8B%E7%94%A2%E5%9C%B0%E6%9C%89a,threads.com,1,ALOCASIA ‘YATA CELEBES’*
Three new species of Araceae from Bangladesh | Bangladesh Journal of Plant Taxonomy 25(2):227-239,https://www.researchgate.net/publication/329994812_Three_new_species_of_Araceae_from_Bangladesh,researchgate.net,2,ALOCASIA HARARGANJENSIS; ALOCASIA SALARKHANII
"Update on Alocasia Cuprea - Distribution in North Kalimantan, Ni Putu Sri Asih et al (2022)",https://www.researchgate.net/publication/373848982_UPDATE_ON_ALOCASIA_CUPREA_KKOCH_DISTRIBUTION_IN_NORTH_KALIMANTAN,researchgate.net,1,ALOCASIA CUPREA
USDA GRIN Taxonomy,https://www.ars-grin.gov,ars-grin.gov,1,ALOCASIA ‘AMAZONICA’
Vegetations-Ansichten von Küstenländern und Inseln des Stillen Ozeans(1844-1846),https://digital.staatsbibliothek-berlin.de/werkansicht/?PPN=PPN646151673,digital.staatsbibliothek-berlin.de,1,ALOCASIA MACRORRHIZOS
Vertical Garden by Patrick Blanc,https://www.verticalgardenpatrickblanc.com/,verticalgardenpatrickblanc.com,10,ALOCASIA BALGOOYI; ALOCASIA BRANCIFOLIA; ALOCASIA CULIONENSIS; ALOCASIA INORNATA; ALOCASIA NICOLSONII; ALOCASIA PELTATA; ALOCASIA PERAKENSIS; ALOCASIA PRINCEPS; ALOCASIA ROBUSTA; ALOCASIA SARAWAKENSIS
Vietnam. J. Sci. Technol. 59(2): 80 (2017),https://vietnamscience.vjst.vn/index.php/vjste/article/view/307/293,vietnamscience.vjst.vn,1,ALOCASIA RIVULARIS
Willdenowia 43: 298 (2013),https://www.academia.edu/23410248/Two_new_species_of_Alocasia_Araceae_Colocasieae_from_Vietnam,academia.edu,1,ALOCASIA VIETNAMENSIS
William Bull Catalogue (1864-1865),http://www.biodiversitylibrary.org/page/49008075,biodiversitylibrary.org,1,ALOCASIA ZEBRINA ‘TIGRINA’
William Bull Catalogue (1884) P.11,https://www.biodiversitylibrary.org/page/49019859,biodiversitylibrary.org,1,ALOCASIA SANDERIANA
William Bull Nursery Catalogue (1888),https://www.biodiversitylibrary.org/page/49064869,biodiversitylibrary.org,1,ALOCASIA PRINCEPS
Wochenschrift des Vereines zur Beförderung des Gartenbaues in den Königlich Preussischen Staaten für Gärtnerei und Pflanzenkunde v4:141 (1861),https://www.biodiversitylibrary.org/page/4029305,biodiversitylibrary.org,1,ALOCASIA CUPREA
